0 7 -0.00010691379287819859 -0.00010691377841538153 -0.00010691378978241764
1 7 -8.4500504252153851e-06 -8.4500468794677493e-06 -8.4500475097466713e-06
2 7 4.3480776636021549e-05 4.3480779767349822e-05 4.3480779014747048e-05
3 7 2.9069308413028215e-05 2.906931102777047e-05 2.9069309910117075e-05
4 5 1.6733683529544574e-05 1.6733684864733498e-05 1.6733684446226188e-05
5 6 1.0142019718578807e-05 1.0142020895083988e-05 1.0142020364186475e-05
6 6 6.7102655457355844e-06 6.7102667108128997e-06 6.7102664109947155e-06
7 6 4.7885274952387518e-06 4.788529288451579e-06 4.7885287963973142e-06
8 6 3.6113163557379272e-06 3.6113191546891226e-06 3.6113185235411588e-06
9 6 2.8328852781903725e-06 2.832891923534081e-06 2.8328888088353139e-06
10 6 2.2874740887983986e-06 2.2874825539392408e-06 2.2874798948578413e-06
11 6 1.888549344518028e-06 1.888566296892919e-06 1.8885577584891495e-06
12 5 1.5870360166796637e-06 1.587051957425437e-06 1.5870475062819957e-06
13 6 1.3531835275786218e-06 1.3532061203483787e-06 1.3532016989541346e-06
14 5 1.1679248374398759e-06 1.1679570118980708e-06 1.1679484741315797e-06
15 6 1.0185629096200553e-06 1.0186035466907673e-06 1.0185978895312313e-06
16 5 8.9630667046641864e-07 8.9635801126621224e-07 8.963487527426278e-07
17 6 7.9493795100229168e-07 7.9500595655036793e-07 7.9499684422276776e-07
18 6 7.0991835225612799e-07 7.1000006139543626e-07 7.0999684056338994e-07
19 6 6.379007055557203e-07 6.38012604891291e-07 6.3800094727518482e-07
20 5 5.7634454143348615e-07 5.7648576603093464e-07 5.764628018321571e-07
21 6 5.2331452262267275e-07 5.2346802412606211e-07 5.2346491767441933e-07
22 5 4.7729142935362376e-07 4.7747732332456014e-07 4.7746769364678885e-07
23 6 4.3709042208383599e-07 4.3731501208095725e-07 4.3729520746397173e-07
24 6 4.0176555191628995e-07 4.0204755931332476e-07 4.0198201253363356e-07
25 6 3.7056139588116873e-07 3.7090355015141839e-07 3.7082709318025871e-07
26 6 3.4284875869472904e-07 3.4318257847926618e-07 3.431434098400991e-07
27 6 3.1812533461301915e-07 3.1851756405370896e-07 3.1846159953314936e-07
28 5 2.9598422660852002e-07 2.9669067589481477e-07 2.9635562455205822e-07
29 5 2.7607239548394795e-07 2.766226614303342e-07 2.7649132639837966e-07
30 5 2.5809335588552313e-07 2.5858501997773963e-07 2.5854227274326397e-07
