0.0 -7.2273023752364676e-05 -7.2273013845299409e-05 -7.227300916189305e-05 -7.2273006587204771e-05 -7.2273005039925661e-05 -7.2273004028133286e-05 -7.2273003321626764e-05 -7.2273002810153657e-05 -7.2273002432494843e-05
1.0 1.0559591770899292e-05 1.0559588830626404e-05 1.0559587286069959e-05 1.0559586631729669e-05 1.0559586232349536e-05 1.0559585915589663e-05 1.055958568974425e-05 1.0559585540566453e-05 1.0559585428270299e-05
2.0 2.3762751441729591e-05 2.3762750332550877e-05 2.3762749498656695e-05 2.3762749002324393e-05 2.3762748718285982e-05 2.3762748546608172e-05 2.3762748419489133e-05 2.3762748323352595e-05 2.3762748241386684e-05
3.0 1.3290872998125778e-05 1.3290872724827952e-05 1.3290872350860066e-05 1.3290872136630014e-05 1.3290872001010287e-05 1.3290871905313531e-05 1.3290871838576789e-05 1.3290871796930382e-05 1.3290871758783831e-05
4.0 7.3232248841019943e-06 7.323225295538555e-06 7.3232252755903666e-06 7.3232251615029221e-06 7.3232251157793069e-06 7.3232250863482747e-06 7.3232250568374469e-06 7.3232250116248289e-06 7.323224990707025e-06
5.0 4.4929901261002624e-06 4.4929918519985521e-06 4.4929920410064072e-06 4.4929920568594953e-06 4.4929920262224813e-06 4.4929919976300702e-06 4.4929919833128519e-06 4.4929919714948873e-06 4.4929919416327399e-06
6.0 3.0447916626802713e-06 3.0447957753230656e-06 3.0447963987078996e-06 3.0447965197230225e-06 3.0447965098326512e-06 3.044796520169555e-06 3.0447965079584167e-06 3.0447965390001443e-06 3.0447964942521399e-06
7.0 2.2140430025040844e-06 2.2140515197991346e-06 2.2140528398158598e-06 2.214053170971071e-06 2.214053255482271e-06 2.2140532116578616e-06 2.2140532548818944e-06 2.2140532720279322e-06 2.2140532932678991e-06
8.0 1.6898665842397023e-06 1.6898825506722358e-06 1.6898851145298825e-06 1.6898857152833345e-06 1.6898858241325881e-06 1.6898859158836647e-06 1.6898859794960163e-06 1.6898860852572758e-06 1.6898858967311321e-06
9.0 1.3353937016406945e-06 1.335421428985205e-06 1.3354258419940438e-06 1.3354269526467885e-06 1.3354272144949908e-06 1.3354272564074963e-06 1.3354273485045445e-06 1.3354274145729613e-06 1.3354273965922831e-06
10.0 1.0833427468484385e-06 1.0833879308931652e-06 1.0833951953850378e-06 1.0833968146160506e-06 1.0833973297403187e-06 1.0833974644729472e-06 1.0833975290876564e-06 1.0833978069440207e-06 1.0833975879156883e-06
11.0 8.9721667895383353e-07 8.9728646587417072e-07 8.9729751880611497e-07 8.9730024078577679e-07 8.9730084616785289e-07 8.9730117025461925e-07 8.9730115218262149e-07 8.9730138004346835e-07 8.9730135403358391e-07
12.0 7.5563346152873264e-07 7.5573633696240097e-07 7.5575269258419328e-07 7.5575647857917447e-07 7.557574267886031e-07 7.5575785208368021e-07 7.5575825829391526e-07 7.5575840691730283e-07 7.5575830388687364e-07
13.0 6.4531054232868013e-07 6.4545640903982501e-07 6.4547906835423859e-07 6.4548461514411227e-07 6.4548598815589048e-07 6.4548654051986836e-07 6.4548677222249362e-07 6.4548692921801561e-07 6.4548671235928996e-07
14.0 5.5760925073842242e-07 5.5780846166335932e-07 5.5783948544760954e-07 5.5784667263418318e-07 5.5784854674062115e-07 5.5784902076689487e-07 5.5784969984311939e-07 5.5785016232668085e-07 5.578498740645968e-07
15.0 4.8669792267896162e-07 4.8696176647796975e-07 4.8700211362604745e-07 4.8701170373740777e-07 4.8701381020831131e-07 4.870148228520831e-07 4.8701533193289189e-07 4.870156627966812e-07 4.8701584397551126e-07
16.0 4.2851836768749671e-07 4.28857495348587e-07 4.2890858828776664e-07 4.2892008515491613e-07 4.2892326173630846e-07 4.2892422706750094e-07 4.2892561217190304e-07 4.2892541034364507e-07 4.289256260975859e-07
17.0 3.8017590227892437e-07 3.8059937138885181e-07 3.806619419302341e-07 3.8067648052720753e-07 3.8067968771463664e-07 3.8068118284975906e-07 3.8068243494643563e-07 3.8068256523885787e-07 3.8068273612819284e-07
18.0 3.395607116983299e-07 3.4007559460617369e-07 3.4015055394044229e-07 3.401670662050616e-07 3.4017077679218589e-07 3.4017233911518697e-07 3.4017405352807051e-07 3.4017415423872183e-07 3.4017495460273534e-07
19.0 3.0510410568916878e-07 3.0571316461348076e-07 3.0579945817871367e-07 3.0581764383370276e-07 3.0582190537739897e-07 3.0582362321059694e-07 3.0582548731837355e-07 3.058245034097462e-07 3.0582649247501688e-07
20.0 2.7561930715818071e-07 2.7632006625093886e-07 2.7641585881003544e-07 2.7643507717239046e-07 2.7643964470282891e-07 2.7644110655031968e-07 2.7644356367596703e-07 2.7644227096990776e-07 2.764454021458755e-07
21.0 2.5020045470296451e-07 2.5098316562502559e-07 2.5108366897124399e-07 2.5110270503610069e-07 2.5110738324497433e-07 2.5110836328995205e-07 2.511113332887638e-07 2.5111076434065849e-07 2.5111303373249167e-07
22.0 2.2814812435183974e-07 2.2899175144409407e-07 2.2909165922459063e-07 2.291097725947389e-07 2.2911303432929662e-07 2.2911401456268025e-07 2.2911771492242724e-07 2.2911558372565603e-07 2.2911900345345529e-07
23.0 2.089168916863996e-07 2.0978948666405198e-07 2.0987999595216695e-07 2.098930896524641e-07 2.0989595530979638e-07 2.0989589994761498e-07 2.0989935102742065e-07 2.0989471783252046e-07 2.0990148185095473e-07
24.0 1.9207777408259033e-07 1.9292838816333958e-07 1.9299886615213777e-07 1.9300394448134718e-07 1.9300428549105878e-07 1.9300263059910747e-07 1.9300714376073839e-07 1.9300222115707221e-07 1.9300900261965753e-07
25.0 1.7729381915247515e-07 1.7805602552271396e-07 1.7808725139565691e-07 1.7808198050340979e-07 1.7807859412193854e-07 1.7807102426515333e-07 1.7807763475080949e-07 1.7807258145313494e-07 1.7807727032463979e-07
26.0 1.6430164803529767e-07 1.6488240349819824e-07 1.6485571117032018e-07 1.6483335267548322e-07 1.648213942681982e-07 1.6481396195134495e-07 1.6481896457479112e-07 1.648128203970694e-07 1.648158187609076e-07
27.0 1.5289646527595684e-07 1.5317676564635813e-07 1.5306786198364531e-07 1.5302294002007047e-07 1.5299894137245135e-07 1.5298928957339388e-07 1.5298809717980241e-07 1.5298381253693648e-07 1.529861889844941e-07
28.0 1.42921516274588e-07 1.4275086740257782e-07 1.4252622006316522e-07 1.4244153194950529e-07 1.4241117434293284e-07 1.4239350002993934e-07 1.4239171795521298e-07 1.4238567482707952e-07 1.4239107481952454e-07
29.0 1.3425672753354629e-07 1.3344507349753957e-07 1.330701132468786e-07 1.3293207943231758e-07 1.3288999349315362e-07 1.3286976193291291e-07 1.3286265347783156e-07 1.3285122880196924e-07 1.328541543535626e-07
