380 6.87450793147e-06 6.87411543957e-06 9.15123059858e-07 2.1929587716e-09 1.64535387345e-09 2.73861635582e-07
390 7.71087482868e-06 7.70981593198e-06 1.33122943546e-06 7.20458416592e-09 5.68832309274e-09 2.93687201644e-07
400 8.98548397964e-06 8.98005731135e-06 2.09436116654e-06 1.98054615548e-08 2.33620856156e-08 3.16663859478e-07
410 1.06767861262e-05 1.06719199193e-05 3.25071154216e-06 1.68300671308e-08 1.52726406789e-08 3.42299357799e-07
420 1.28472083716e-05 1.2848828424e-05 4.81614339043e-06 7.83270270509e-09 1.02580426882e-08 3.69390052076e-07
430 1.53768275942e-05 1.53763785112e-05 6.75345996197e-06 3.65764891849e-09 3.61726415856e-09 3.96252222908e-07
440 1.81007457373e-05 1.80996886904e-05 8.95027391518e-06 2.28408967282e-09 2.2659942974e-09 4.21074879769e-07
450 2.08300274583e-05 2.08307516732e-05 1.12214346952e-05 2.6322167733e-09 3.46753553436e-09 4.41977308554e-07
460 2.32514671816e-05 2.32521422174e-05 1.33266790708e-05 4.87240331467e-09 5.27678477234e-09 4.56613076677e-07
470 2.5100444124e-05 2.51013098758e-05 1.50220659603e-05 2.92174497434e-09 2.94742415426e-09 4.63407341464e-07
480 2.61533905352e-05 2.615354595e-05 1.61219549168e-05 4.48811175249e-09 6.08413294148e-09 4.613683381e-07
490 2.63482501267e-05 2.63465859431e-05 1.65455643054e-05 6.16395676076e-09 7.29494356303e-09 4.50975526435e-07
500 2.5756399214e-05 2.57539563552e-05 1.63301374608e-05 1.16724191405e-08 1.49488493212e-08 4.33306048609e-07
510 2.45269190381e-05 2.45261016706e-05 1.56028605632e-05 1.22137468592e-08 1.7189895659e-08 4.10160603437e-07
520 2.28682296067e-05 2.28664539473e-05 1.45315929857e-05 9.22882919926e-09 8.08010327399e-09 3.84257582106e-07
530 2.1048174069e-05 2.10478064753e-05 1.32792443599e-05 1.18302391124e-08 1.70598809092e-08 3.57008864339e-07
540 1.91630704742e-05 1.91589481779e-05 1.19675236332e-05 1.77041227529e-08 2.20955851474e-08 3.30879008946e-07
550 1.73265141592e-05 1.73234023596e-05 1.06755318196e-05 2.22375035006e-08 2.8519744401e-08 3.05912404292e-07
560 1.56394172105e-05 1.56398068882e-05 9.4493693182e-06 1.01332101838e-08 1.17089778855e-08 2.84677101089e-07
570 1.40904428056e-05 1.4092420142e-05 8.30280408507e-06 7.71682500674e-09 8.89647274425e-09 2.65891826941e-07
580 1.26879671791e-05 1.26881575886e-05 7.23915822785e-06 3.54403150539e-09 4.76735608292e-09 2.50125303838e-07
590 1.14242835434e-05 1.14237853189e-05 6.25506954024e-06 1.79026851477e-09 2.30915143287e-09 2.37498401132e-07
600 1.03069574866e-05 1.03069114499e-05 5.34519919334e-06 5.09233215434e-10 4.62984750305e-10 2.2778366295e-07
610 9.31392557953e-06 9.31399228691e-06 4.50389758151e-06 1.23672467551e-09 1.26318026808e-09 2.20918993947e-07
620 8.45014344892e-06 8.45023012314e-06 3.72841378011e-06 5.38076571915e-10 5.00564258876e-10 2.16808108487e-07
630 7.70911281273e-06 7.70914203386e-06 3.01851270594e-06 4.83912463339e-10 6.24461718603e-10 2.15378915026e-07
640 7.09544959648e-06 7.0955303557e-06 2.37806361447e-06 5.06511412008e-10 6.11434437643e-10 2.16594440849e-07
650 6.61805700488e-06 6.61831810386e-06 1.81627516675e-06 8.59877334342e-10 9.42879237088e-10 2.20481205918e-07
660 6.29493467126e-06 6.29481708571e-06 1.34934080775e-06 7.08332410547e-10 6.20414996949e-10 2.27103335491e-07
670 6.15176734657e-06 6.15194038479e-06 1.00180893214e-06 1.37155870254e-09 1.55757075751e-09 2.3657738026e-07
680 6.23138709804e-06 6.23102622925e-06 8.08404135747e-07 2.12158098581e-09 2.49651712326e-09 2.48999110316e-07
690 6.57189139787e-06 6.57104160568e-06 8.14649333003e-07 3.88394771038e-09 4.82378744568e-09 2.64461133923e-07
