380 6.8792267985e-06 6.87915814013e-06 9.15433853496e-07
390 7.73569840138e-06 7.73571036499e-06 1.33302908314e-06
400 9.00119857206e-06 9.0010917936e-06 2.09621475145e-06
410 1.07085932249e-05 1.07084381669e-05 3.25225093629e-06
420 1.28566081734e-05 1.2856489688e-05 4.81745512606e-06
430 1.53745945185e-05 1.53745712765e-05 6.75395390219e-06
440 1.81108382932e-05 1.81107083239e-05 8.95085373033e-06
450 2.08334981697e-05 2.08334894341e-05 1.12219295799e-05
460 2.32547980656e-05 2.325470374e-05 1.33269733887e-05
470 2.50974434405e-05 2.50973633273e-05 1.50224694876e-05
480 2.61552665154e-05 2.61551174634e-05 1.61223388011e-05
490 2.63554921872e-05 2.63553728486e-05 1.65462001882e-05
500 2.57587568853e-05 2.57586698269e-05 1.63309304338e-05
510 2.45352441949e-05 2.4534983893e-05 1.56040478808e-05
520 2.29017181743e-05 2.29015107084e-05 1.45336792501e-05
530 2.10635157304e-05 2.10633336776e-05 1.32805835453e-05
540 1.91784367441e-05 1.91781554336e-05 1.19686312656e-05
550 1.73576288442e-05 1.73574284048e-05 1.06780002167e-05
560 1.56542372793e-05 1.56542032009e-05 9.45055599836e-06
570 1.40958699318e-05 1.40957343102e-05 8.30346028369e-06
580 1.26888545793e-05 1.268879632e-05 7.23966821145e-06
590 1.14281190055e-05 1.14281119436e-05 6.25542615696e-06
600 1.03068419416e-05 1.03068555113e-05 5.34531179458e-06
610 9.31593697846e-06 9.31594764004e-06 4.50403125588e-06
620 8.45070361192e-06 8.45069060645e-06 3.72852081004e-06
630 7.70966833014e-06 7.70966738278e-06 3.01857525975e-06
640 7.09560414864e-06 7.09561880281e-06 2.37809734605e-06
650 6.61838298652e-06 6.61840568275e-06 1.8163433639e-06
660 6.29558562541e-06 6.2956123202e-06 1.34940275737e-06
670 6.15459949253e-06 6.1546603565e-06 1.00197308563e-06
680 6.23160421732e-06 6.23159113726e-06 8.08636157308e-07
690 6.57556000946e-06 6.57548229459e-06 8.14915491586e-07
