0.0 -8.1914380463606111e-05 -8.1914299359580462e-05 -8.1914260242675e-05 -8.1914238849307061e-05 -8.1914225681106455e-05 -8.1914217121856954e-05 -8.1914211184566988e-05 -8.1914206934617745e-05 -8.1914203767533434e-05
1.0 -2.553396165401256e-06 -2.5534157344856871e-06 -2.553425391445039e-06 -2.5534307278295076e-06 -2.5534339997745529e-06 -2.5534361633928856e-06 -2.5534376404420849e-06 -2.5534386999332332e-06 -2.5534394786801232e-06
2.0 2.823757013178434e-05 2.823755566629989e-05 2.823754839259909e-05 2.8237544380036638e-05 2.8237541934437024e-05 2.8237540326690916e-05 2.8237539224710474e-05 2.8237538426941596e-05 2.8237537843995666e-05
3.0 1.8363592472318829e-05 1.8363585535427243e-05 1.836358178693971e-05 1.8363579618494358e-05 1.8363578268405806e-05 1.8363577418852929e-05 1.8363576787408349e-05 1.8363576343705464e-05 1.8363576032152926e-05
4.0 1.0753472929099816e-05 1.075347203649807e-05 1.0753470350566573e-05 1.0753469191512006e-05 1.0753468478788459e-05 1.0753468003325342e-05 1.0753467616126143e-05 1.0753467438108398e-05 1.0753467183471874e-05
5.0 6.7088144685317067e-06 6.7088216760192153e-06 6.7088218341980078e-06 6.7088215597511005e-06 6.7088211642788434e-06 6.7088208570579275e-06 6.7088206563618902e-06 6.7088205863657776e-06 6.7088203614588891e-06
6.0 4.5441321711536494e-06 4.5441545986146074e-06 4.5441576010163624e-06 4.5441580016069991e-06 4.5441579769271628e-06 4.5441578544148042e-06 4.5441577389116779e-06 4.544157651008507e-06 4.5441575831911563e-06
7.0 3.2903702681839197e-06 3.290421480235456e-06 3.2904293465133793e-06 3.2904309885687081e-06 3.2904313774888342e-06 3.2904314419626876e-06 3.2904314118888116e-06 3.2904313697706302e-06 3.2904313648846799e-06
8.0 2.50188736704474e-06 2.5019897369943002e-06 2.5020059891674897e-06 2.5020096778597276e-06 2.5020107126901733e-06 2.5020110403464189e-06 2.5020110931114241e-06 2.5020111759099623e-06 2.5020111837229303e-06
9.0 1.9716340934068437e-06 1.9718215726672568e-06 1.9718516077499342e-06 1.9718586271256252e-06 1.9718606309660917e-06 1.9718613591106655e-06 1.9718615548952416e-06 1.97186168390089e-06 1.9718618442117292e-06
10.0 1.5963147651485115e-06 1.5966361599393139e-06 1.5966877296545815e-06 1.596699869036073e-06 1.5967034151008858e-06 1.5967047656535604e-06 1.5967051330258326e-06 1.5967054386390026e-06 1.5967057226104479e-06
11.0 1.320030616501114e-06 1.3205531352450378e-06 1.3206367777528679e-06 1.3206565638070507e-06 1.3206623367068556e-06 1.3206645440568967e-06 1.3206652089046258e-06 1.3206657341162421e-06 1.3206662393903945e-06
12.0 1.110258781921573e-06 1.1110718446388591e-06 1.1112017304403051e-06 1.1112324415620956e-06 1.1112414143313516e-06 1.1112448597620938e-06 1.111245949330684e-06 1.1112468056219105e-06 1.1112474907288591e-06
13.0 9.4692019611153887e-07 9.481396431688648e-07 9.4833362989744084e-07 9.4837954637651781e-07 9.4839282437842574e-07 9.4839809057856337e-07 9.4839966511779004e-07 9.4840099477495415e-07 9.4840192214752845e-07
14.0 8.1701157486771561e-07 8.1878385701728518e-07 8.190646159759774e-07 8.1913090393314676e-07 8.1915008003144747e-07 8.1915769178330576e-07 8.1916004939403597e-07 8.19161908522505e-07 8.1916308410968479e-07
15.0 7.1177739488177703e-07 7.1428394097379499e-07 7.1467920744359663e-07 7.1477232194044225e-07 7.147993496881286e-07 7.1480970859616644e-07 7.1481300387208391e-07 7.1481571820585608e-07 7.1481703018087676e-07
16.0 6.2512705808750756e-07 6.2858887636601182e-07 6.2913194706085677e-07 6.2925935253041721e-07 6.2929605292722e-07 6.293106611322844e-07 6.2931520107221965e-07 6.2931866085877874e-07 6.2932062138805597e-07
17.0 5.5270407035468135e-07 5.5738523487837397e-07 5.5811627209357676e-07 5.5828718903126189e-07 5.5833672792620241e-07 5.5835537965257244e-07 5.5836179529595398e-07 5.5836688050705695e-07 5.5836851627862869e-07
18.0 4.9131518663022395e-07 4.9752866167512083e-07 4.9849365157949041e-07 4.9871790767915593e-07 4.9878366669917925e-07 4.9880742950960313e-07 4.9881557635972151e-07 4.9882314689917978e-07 4.9882404300021564e-07
19.0 4.3856902598988876e-07 4.4667932614510846e-07 4.4793070719999611e-07 4.4822220019623499e-07 4.483049530485905e-07 4.4833590782449523e-07 4.4834694318874196e-07 4.4835621886322088e-07 4.4835691243061037e-07
20.0 3.9263825974596327e-07 4.0306546065304611e-07 4.0466443716234676e-07 4.0503400098914832e-07 4.0513999633006563e-07 4.051781947387221e-07 4.0519348352135161e-07 4.0520405931623171e-07 4.0520629779616923e-07
21.0 3.521026333310155e-07 3.6532466392622314e-07 3.6733875328990987e-07 3.6780257562707746e-07 3.6793547935396507e-07 3.6798157578980966e-07 3.6800048358678082e-07 3.6801336938621798e-07 3.6801409050478376e-07
22.0 3.1584128521650994e-07 3.3239658745885812e-07 3.3490046317385277e-07 3.3547093144492043e-07 3.3563525730085891e-07 3.3569306804422594e-07 3.3571655798782104e-07 3.3573184901073322e-07 3.3573477487546505e-07
23.0 2.8295427197762262e-07 3.0344070405848946e-07 3.0651518328729363e-07 3.0721134128664453e-07 3.0741174625653706e-07 3.0748271819341358e-07 3.0751152865756498e-07 3.0752907840234345e-07 3.0753170708648524e-07
24.0 2.5271141823218989e-07 2.7779145780731472e-07 2.8152371065405698e-07 2.8236272356754958e-07 2.8260583164866268e-07 2.8268889747480053e-07 2.8272243741655448e-07 2.82740536053053e-07 2.8274873366093284e-07
