380 6.87898504254e-06 6.87909770571e-06 9.15499863399e-07
390 7.73765353527e-06 7.73795809489e-06 1.33339574274e-06
400 9.0023808957e-06 9.00223581083e-06 2.09662887927e-06
410 1.07097189553e-05 1.07100862767e-05 3.25259541679e-06
420 1.28580703085e-05 1.2858305481e-05 4.81813574184e-06
430 1.53729136895e-05 1.53731427135e-05 6.75404292839e-06
440 1.81139899321e-05 1.81153556987e-05 8.9516711141e-06
450 2.08321501907e-05 2.08323720618e-05 1.12221060216e-05
460 2.32536353485e-05 2.32540240958e-05 1.33272987844e-05
470 2.51009110577e-05 2.510123634e-05 1.5023143638e-05
480 2.61562239335e-05 2.61569922473e-05 1.6123072431e-05
490 2.63537226292e-05 2.63540637798e-05 1.65463894986e-05
500 2.57586260556e-05 2.57588860522e-05 1.63313130941e-05
510 2.45424277778e-05 2.45434438473e-05 1.56054885623e-05
520 2.29023407089e-05 2.29025798556e-05 1.45339552764e-05
530 2.10654850936e-05 2.10658134497e-05 1.32810717508e-05
540 1.91802606959e-05 1.91803906448e-05 1.19690483944e-05
550 1.73578224283e-05 1.73580434593e-05 1.06783620946e-05
560 1.56545243204e-05 1.56546414013e-05 9.45076967962e-06
570 1.40978278776e-05 1.40980242385e-05 8.30379767817e-06
580 1.26888677344e-05 1.26889426026e-05 7.23976575211e-06
590 1.14285386488e-05 1.1428740936e-05 6.25557242382e-06
600 1.03080095436e-05 1.03082133603e-05 5.34556630974e-06
610 9.31572463463e-06 9.31580897139e-06 4.50411183293e-06
620 8.45051376491e-06 8.45057068449e-06 3.72854834916e-06
630 7.7093065194e-06 7.70937620207e-06 3.0185998288e-06
640 7.09508978155e-06 7.09514651781e-06 2.37813161488e-06
650 6.61797923771e-06 6.61804018306e-06 1.81638757522e-06
660 6.29540637633e-06 6.2953653841e-06 1.34950120699e-06
670 6.15446583393e-06 6.15441251628e-06 1.00207956502e-06
680 6.23160122583e-06 6.23168387395e-06 8.08716606065e-07
690 6.57550503393e-06 6.57561392362e-06 8.14996063725e-07
