0.0 -7.9321637120965789e-05 -7.9321561803269279e-05 -7.9321525361067036e-05 -7.9321505492920114e-05 -7.9321493235148073e-05 -7.9321485290246405e-05 -7.9321479767489539e-05 -7.9321475820752979e-05 -7.9321472875408964e-05
1.0 -1.8470198989683472e-07 -1.8472040289097212e-07 -1.8472964937648138e-07 -1.8473481524730441e-07 -1.8473798585564642e-07 -1.8474002187858876e-07 -1.847414337312445e-07 -1.8474246581620608e-07 -1.8474323387356109e-07
2.0 2.6843185275567858e-05 2.6843171821365113e-05 2.6843165088551882e-05 2.684316139250051e-05 2.6843159136433845e-05 2.6843157644462849e-05 2.6843156613636214e-05 2.6843155874173669e-05 2.6843155331887527e-05
3.0 1.7070008621453985e-05 1.707000223526171e-05 1.7069998756701619e-05 1.7069996770702522e-05 1.706999553930787e-05 1.7069994755302956e-05 1.7069994178717516e-05 1.7069993785415514e-05 1.7069993487694014e-05
4.0 9.9233407549074007e-06 9.9233396963241328e-06 9.9233381079314175e-06 9.9233370668690007e-06 9.923336404246688e-06 9.9233359407397476e-06 9.9233356048209701e-06 9.9233354220629713e-06 9.9233352218572457e-06
5.0 6.1849710771006835e-06 6.1849768914054512e-06 6.1849769204173164e-06 6.1849765948532507e-06 6.1849762046226274e-06 6.1849759392010798e-06 6.1849757399400815e-06 6.1849756749932492e-06 6.1849755280783838e-06
6.0 4.1938901467860815e-06 4.1939086248617651e-06 4.1939110518997067e-06 4.1939113518279315e-06 4.1939112810374909e-06 4.1939111810660825e-06 4.1939110557377527e-06 4.1939110010317436e-06 4.1939109125387201e-06
7.0 3.0405804744974826e-06 3.0406228434375731e-06 3.0406293008814451e-06 3.0406306471919564e-06 3.0406309212710323e-06 3.0406309676444823e-06 3.0406309332568158e-06 3.0406309308950922e-06 3.0406308855690451e-06
8.0 2.3141409353365698e-06 2.3142256250270588e-06 2.3142390395732538e-06 2.3142421056778254e-06 2.3142428880235428e-06 2.3142431859477092e-06 2.3142432408005922e-06 2.3142432593887607e-06 2.3142432650849823e-06
9.0 1.8248603082918459e-06 1.825015324994027e-06 1.8250401074163591e-06 1.8250459571241613e-06 1.8250475430327981e-06 1.8250481626825564e-06 1.8250483587144026e-06 1.825048556903456e-06 1.8250484870989768e-06
10.0 1.4781445959687261e-06 1.4784100939032516e-06 1.4784526337436536e-06 1.4784627106393192e-06 1.478465585621918e-06 1.4784666387200443e-06 1.4784671007852637e-06 1.478467361431703e-06 1.4784673062749049e-06
11.0 1.2227176140636254e-06 1.2231487341555643e-06 1.2232177463439695e-06 1.2232341692222923e-06 1.2232387810414319e-06 1.2232405950469425e-06 1.2232414550448886e-06 1.2232417606355399e-06 1.2232416306698225e-06
12.0 1.0286854579094644e-06 1.0293554779660678e-06 1.0294623189558203e-06 1.0294878596984868e-06 1.0294949944274449e-06 1.0294978392040085e-06 1.0294993103160414e-06 1.0294997175158322e-06 1.0294994038911764e-06
