0 6 2 -7.30692239928484e-05
1 6 2 6.6131852784802124e-06
2 6 2 2.3891998573566204e-05
3 6 2 1.4058881780082914e-05
4 6 1 7.9381592182967476e-06
5 3 3 4.9138101402921478e-06
6 1 3 3.3360610757867077e-06
7 2 1 2.4251647652885406e-06
8 3 1 1.8498995035133035e-06
9 4 3 1.4611401025783823e-06
10 5 2 1.1849463507714214e-06
11 4 1 9.8114160137790634e-07
12 4 1 8.2621010725904126e-07
13 4 2 7.0555264121018965e-07
14 5 2 6.0968747973354945e-07
15 4 3 5.322207774882706e-07
16 5 2 4.6870150260786367e-07
17 5 2 4.1595872195269199e-07
18 6 2 3.716789522379699e-07
19 5 1 3.3413030025145578e-07
20 4 1 3.0201575559330556e-07
21 4 1 2.7433271427635524e-07
22 4 1 2.5029670095225128e-07
23 4 3 2.2929856717083486e-07
24 3 1 2.1083967591104176e-07
25 3 1 1.945259718385559e-07
26 3 2 1.8004144071398758e-07
27 2 1 1.6711967996221011e-07
28 2 3 1.5553615318129176e-07
29 2 3 1.4512957960105374e-07
30 3 1 1.3569790632160613e-07
