0 6 2 -7.8659695828216342e-05
1 6 3 1.3515224741951008e-05
2 6 2 2.7039189017780323e-05
3 6 3 1.47192424962119e-05
4 4 2 7.9119592675718205e-06
5 4 3 4.7814166319603799e-06
6 4 1 3.2184687514517858e-06
7 4 2 2.3343123389808569e-06
8 3 1 1.7799069294142865e-06
9 4 2 1.4059428248744729e-06
10 4 3 1.1403259739436915e-06
11 3 1 9.4430070961919044e-07
12 4 1 7.95253881598299e-07
13 3 1 6.7916282621114798e-07
14 4 1 5.8691280948241176e-07
15 5 1 5.1236016012942194e-07
16 4 3 4.512268640169837e-07
17 4 2 4.0046212141185081e-07
18 4 2 3.5783869214887213e-07
19 4 2 3.2169656403618446e-07
20 4 2 2.9078051502127993e-07
21 5 4 2.6413243918356837e-07
22 6 2 2.4099436056823155e-07
23 6 1 2.2077235411601617e-07
24 4 2 2.0300225405992674e-07
25 6 2 1.8729883252485331e-07
26 3 1 1.7334405801754326e-07
27 3 2 1.6090593219091899e-07
28 3 2 1.4975311942761901e-07
29 2 1 1.3973992192447607e-07
30 2 1 1.3069583425147728e-07
