380 6.87857049718e-06 6.8787251777e-06 1.27279150135e-06 2.17985424087e-06 0.0 0.0 0
390 7.735978681e-06 7.73615054928e-06 1.71687249408e-06 2.69089228796e-06 0.0 0.0 0
400 9.00049967555e-06 9.00070031405e-06 2.51010036049e-06 3.56037697005e-06 0.0 0.0 0
410 1.07080142713e-05 1.07081141835e-05 3.69928150483e-06 4.8336752006e-06 0.0 0.0 0
420 1.2854958759e-05 1.2855243995e-05 5.29948191205e-06 6.52261226884e-06 0.0 0.0 0
430 1.53723764815e-05 1.53728087865e-05 7.27092537042e-06 8.58282437307e-06 0.0 0.0 0
440 1.81080440268e-05 1.81084632866e-05 9.50021982071e-06 1.08943539503e-05 0.0 0.0 0
450 2.08305914216e-05 2.08311993031e-05 1.17985084872e-05 1.3261625243e-05 0.0 0.0 0
460 2.32522419789e-05 2.32527715917e-05 1.39226023232e-05 1.54338986899e-05 0.0 0.0 0
470 2.50944420022e-05 2.50950633329e-05 1.56269362986e-05 1.71606413625e-05 0.0 0.0 0
480 2.61526619947e-05 2.61532448766e-05 1.67242968512e-05 1.82517164537e-05 0.0 0.0 0
490 2.63527860183e-05 2.63534428765e-05 1.71347193603e-05 1.86277274834e-05 0.0 0.0 0
500 2.57564937515e-05 2.57569277186e-05 1.68964663247e-05 1.83312638573e-05 0.0 0.0 0
510 2.45340915012e-05 2.45344127331e-05 1.61397609908e-05 1.74989973825e-05 0.0 0.0 0
520 2.29011446013e-05 2.29014012424e-05 1.50355984689e-05 1.63089445918e-05 0.0 0.0 0
530 2.10624845855e-05 2.10626591766e-05 1.37472568433e-05 1.49312259891e-05 0.0 0.0 0
540 1.9178654819e-05 1.91787685332e-05 1.24009894052e-05 1.34976617852e-05 0.0 0.0 0
550 1.73565713281e-05 1.73567018935e-05 1.10783373951e-05 1.20941643461e-05 0.0 0.0 0
560 1.5653688201e-05 1.56538144919e-05 9.82233077619e-06 1.07657138607e-05 0.0 0.0 0
570 1.409564232e-05 1.40957553598e-05 8.6505809454e-06 9.53148674373e-06 0.0 0.0 0
580 1.26884429396e-05 1.26885679129e-05 7.56613503621e-06 8.39482315564e-06 0.0 0.0 0
590 1.14276608351e-05 1.14277565529e-05 6.56529008139e-06 7.35191195146e-06 0.0 0.0 0
600 1.03061129883e-05 1.03062471981e-05 5.64248853005e-06 6.39692739586e-06 0.0 0.0 0
610 9.31536594482e-06 9.31549697848e-06 4.79223118032e-06 5.52393011164e-06 0.0 0.0 0
620 8.45031961356e-06 8.45041807117e-06 4.01134994165e-06 4.72938150028e-06 0.0 0.0 0
630 7.53204489555e-06 7.53220757393e-06 3.12245396437e-06 3.12245396437e-06 0.0 0.0 0
640 7.09497477584e-06 7.09511639137e-06 2.66062944782e-06 3.37792627473e-06 0.0 0.0 0
650 6.61780012039e-06 6.61795078732e-06 2.10395867856e-06 2.83404549535e-06 0.0 0.0 0
660 6.29504510034e-06 6.29519436018e-06 1.64567691934e-06 2.39788288733e-06 0.0 0.0 0
670 6.15383336025e-06 6.15400398428e-06 1.31061426567e-06 2.09413902545e-06 0.0 0.0 0
680 6.23118808024e-06 6.2313233237e-06 1.1335349666e-06 1.95826789887e-06 0.0 0.0 0
690 6.57501946323e-06 6.57510218934e-06 1.16005987729e-06 2.03615732026e-06 0.0 0.0 0
