0 6 2 -7.2273002116370126e-05
1 6 4 1.0559585250300278e-05
2 6 3 2.3762748056838872e-05
3 6 4 1.3290871727803232e-05
4 2 2 7.3232250331838588e-06
5 3 3 4.4929919689534843e-06
6 1 0 3.0447965488741827e-06
7 2 1 2.214053284439564e-06
8 4 0 1.6898858991272236e-06
9 3 1 1.3354272952726935e-06
10 4 1 1.0833975700730699e-06
11 3 0 8.9730113014068226e-07
12 5 2 7.5575819798335211e-07
13 5 3 6.4548693964555881e-07
14 3 2 5.5784918125835381e-07
15 6 3 4.8701584659200885e-07
16 3 1 4.2892447451548893e-07
17 5 0 3.8068088115692499e-07
18 3 0 3.4017173119313525e-07
19 3 1 3.0582320964409811e-07
20 3 1 2.7644106867209054e-07
21 3 1 2.5110890754207629e-07
22 3 0 2.2911378380011021e-07
23 2 1 2.0989675819965264e-07
24 2 1 1.9300431003819424e-07
25 1 1 1.7807250894608519e-07
26 3 1 1.6480764404695441e-07
27 4 2 1.5298279635471624e-07
28 4 3 1.4239151812242185e-07
29 4 0 1.3285166065644663e-07
30 4 0 1.2426320772277948e-07
