380 6.86629020317e-06 6.86536956389e-06 9.14191642375e-07
390 7.7148287749e-06 7.7131772821e-06 1.33108689089e-06
400 8.9742712214e-06 8.97220420192e-06 2.09374204356e-06
410 1.068443468e-05 1.06825704557e-05 3.24999199847e-06
420 1.2838195477e-05 1.28369863124e-05 4.8157033504e-06
430 1.53612378388e-05 1.53605366986e-05 6.7525806832e-06
440 1.81021254739e-05 1.81017872738e-05 8.94991204522e-06
450 2.08270941074e-05 2.08270064437e-05 1.12210686024e-05
460 2.32505845281e-05 2.32505557093e-05 1.33262906744e-05
470 2.50913683406e-05 2.50912255552e-05 1.50216699444e-05
480 2.61481072584e-05 2.61477279971e-05 1.6121500327e-05
490 2.63437181828e-05 2.6342954927e-05 1.65450255075e-05
500 2.57422611927e-05 2.57409593072e-05 1.6329374608e-05
510 2.45132491401e-05 2.45113447303e-05 1.56020289514e-05
520 2.28724695984e-05 2.28698319405e-05 1.45311227996e-05
530 2.10263912319e-05 2.10230633869e-05 1.32774538867e-05
540 1.91361600468e-05 1.9132294254e-05 1.1965116339e-05
550 1.73169327664e-05 1.7313351237e-05 1.06745935014e-05
560 1.56251572761e-05 1.56226030255e-05 9.44808079777e-06
570 1.40795253641e-05 1.40781220345e-05 8.30200940216e-06
580 1.26794959993e-05 1.26787263635e-05 7.23880424657e-06
590 1.14231357101e-05 1.14227803873e-05 6.25492586442e-06
600 1.03038523047e-05 1.03036966628e-05 5.34498878961e-06
610 9.31457309463e-06 9.314581158e-06 4.50384001011e-06
620 8.45015232992e-06 8.4502085402e-06 3.72839209062e-06
630 7.70929363645e-06 7.70935701419e-06 3.01848088436e-06
640 7.09534481396e-06 7.09541701616e-06 2.37800649835e-06
650 6.6177174168e-06 6.61771976031e-06 1.81618129326e-06
660 6.29473801841e-06 6.29478319556e-06 1.34924300167e-06
670 6.15201755706e-06 6.15197232861e-06 1.00165496665e-06
680 6.22720595538e-06 6.22694612648e-06 8.08139181291e-07
690 6.56667091477e-06 6.56605695707e-06 8.1401243523e-07
