3 2.8642869975184043e-05 -5.278064242781631e-08 9.2750691478161771e-08
3 2.8642869975184043e-05 -5.278064242781631e-08 9.2750691478161771e-08
3 2.8642869975184043e-05 -5.278064242781631e-08 9.2750691478161771e-08
3 2.8642869975184043e-05 -5.278064242781631e-08 9.2750691478161771e-08
3 2.8642869975184043e-05 -5.278064242781631e-08 9.2750691478161771e-08
3 2.8642869975184043e-05 -5.278064242781631e-08 9.2750691478161771e-08
3 2.8642869975184043e-05 -5.278064242781631e-08 9.2750691478161771e-08
3 2.8642869975184043e-05 -5.278064242781631e-08 9.2750691478161771e-08
3 2.8642869975184043e-05 -5.278064242781631e-08 9.2750691478161771e-08
3 2.8642869975184043e-05 -5.278064242781631e-08 9.2750691478161771e-08
4 1.6858635031795995e-05 -6.8071189725709091e-10 -8.2089564425865292e-05
4 1.6859317310489864e-05 -2.0471342981334336e-22 1.6859317782770475e-05
3 2.8695654140524919e-05 3.6628928254427189e-12 2.8695650312350484e-05
3 2.8642869975184043e-05 -5.278064242781631e-08 9.2750691478161771e-08
3 2.8642869975184043e-05 -5.278064242781631e-08 9.2750691478161771e-08
3 2.8695654140524919e-05 3.6628928254427189e-12 2.8695650312350484e-05
3 2.8695654140524919e-05 3.6628928254427189e-12 2.8695650312350484e-05
4 1.6859317310489864e-05 -2.0471342981334336e-22 1.6859317782770475e-05
4 1.6862492918757351e-05 3.1772256361346977e-09 1.8185702206595476e-05
4 0.53554823364730197 -2.1041422535799988e-09 1.6859317778784839e-05
