380 6.87946259655e-06 6.87933658806e-06 1.27279150135e-06 2.17985424087e-06 0.0 0.0 0
390 7.73694245892e-06 7.73684087392e-06 1.71687249408e-06 2.69089228796e-06 0.0 0.0 0
400 9.00157322177e-06 9.00152668563e-06 2.51010036049e-06 3.56037697005e-06 0.0 0.0 0
430 1.53746600267e-05 1.53745890684e-05 7.27092537042e-06 8.58282437307e-06 0.0 0.0 0
440 1.81104062539e-05 1.81101426862e-05 9.50021982071e-06 1.08943539503e-05 0.0 0.0 0
450 2.08337200489e-05 2.08337302568e-05 1.17985084872e-05 1.3261625243e-05 0.0 0.0 0
460 2.3255152677e-05 2.32549222587e-05 1.39226023232e-05 1.54338986899e-05 0.0 0.0 0
470 2.50977534993e-05 2.50976176659e-05 1.56269362986e-05 1.71606413625e-05 0.0 0.0 0
480 2.61557091508e-05 2.61556571669e-05 1.67242968512e-05 1.82517164537e-05 0.0 0.0 0
490 2.63561074082e-05 2.63561929287e-05 1.71347193603e-05 1.86277274834e-05 0.0 0.0 0
500 2.57589427779e-05 2.57586636959e-05 1.68964663247e-05 1.83312638573e-05 0.0 0.0 0
510 2.45359472778e-05 2.45356934777e-05 1.61397609908e-05 1.74989973825e-05 0.0 0.0 0
520 2.29026891663e-05 2.29023967618e-05 1.50355984689e-05 1.63089445918e-05 0.0 0.0 0
530 2.1063627689e-05 2.10633049635e-05 1.37472568433e-05 1.49312259891e-05 0.0 0.0 0
540 1.91793509893e-05 1.91791995506e-05 1.24009894052e-05 1.34976617852e-05 0.0 0.0 0
550 1.7357430348e-05 1.7357183943e-05 1.10783373951e-05 1.20941643461e-05 0.0 0.0 0
560 1.56544652211e-05 1.56543007199e-05 9.82233077619e-06 1.07657138607e-05 0.0 0.0 0
570 1.409632785e-05 1.40961932892e-05 8.6505809454e-06 9.53148674373e-06 0.0 0.0 0
580 1.26891361917e-05 1.26890708611e-05 7.56613503621e-06 8.39482315564e-06 0.0 0.0 0
590 1.14281877393e-05 1.14281466174e-05 6.56529008139e-06 7.35191195146e-06 0.0 0.0 0
600 1.03067998758e-05 1.03068068645e-05 5.64248853005e-06 6.39692739586e-06 0.0 0.0 0
610 9.31601321234e-06 9.31605144378e-06 4.79223118032e-06 5.52393011164e-06 0.0 0.0 0
620 8.4508343551e-06 8.45082798136e-06 4.01134994165e-06 4.72938150028e-06 0.0 0.0 0
630 7.53283463128e-06 7.53290117664e-06 3.12245396437e-06 3.12245396437e-06 0.0 0.0 0
640 7.09565457027e-06 7.09572056617e-06 2.66062944782e-06 3.37792627473e-06 0.0 0.0 0
650 6.61854991739e-06 6.61858609907e-06 2.10395867856e-06 2.83404549535e-06 0.0 0.0 0
660 6.29580815374e-06 6.29581773293e-06 1.64567691934e-06 2.39788288733e-06 0.0 0.0 0
670 6.15464770936e-06 6.1547350275e-06 1.31061426567e-06 2.09413902545e-06 0.0 0.0 0
680 6.2318687167e-06 6.23189568125e-06 1.1335349666e-06 1.95826789887e-06 0.0 0.0 0
690 6.57558193119e-06 6.57540270975e-06 1.16005987729e-06 2.03615732026e-06 0.0 0.0 0
