0 6 2 -7.4382584124355758e-05
1 6 4 1.2399897732539231e-05
2 6 3 2.4897371873560986e-05
3 4 1 1.3643986583284631e-05
4 3 0 7.4125769719993993e-06
5 4 0 4.5151679561681545e-06
6 3 2 3.0515046680850026e-06
7 3 1 2.2170778735422095e-06
8 5 4 1.6918119245928639e-06
9 3 1 1.3368719910012005e-06
10 5 2 1.0845521650689991e-06
11 3 1 8.9825230233321686e-07
12 4 1 7.5655742017685858e-07
13 3 1 6.4616846134229109e-07
14 4 2 5.584366505046367e-07
15 4 2 4.8752646923178112e-07
16 4 2 4.2937572906947826e-07
17 3 1 3.8108368860801423e-07
18 4 3 3.4053218368775255e-07
19 3 1 3.0614627855679406e-07
20 4 3 2.7673156209329355e-07
21 4 0 2.5137043067058717e-07
22 3 1 2.2935305991638669e-07
23 2 1 2.1011217150600553e-07
24 3 0 1.9320383376001319e-07
25 1 3 1.7826408470739856e-07
26 1 4 1.6498125301766673e-07
27 1 4 1.5314578562410531e-07
28 2 2 1.4254648444010886e-07
29 3 0 1.3299546904317538e-07
30 5 1 1.2436256650157911e-07
