0 6 2 -7.431598079299628e-05
1 6 2 4.9420069295671456e-06
2 6 2 2.441952757728309e-05
3 6 3 1.4671999440297545e-05
4 6 4 8.354967199232556e-06
5 3 1 5.1842328025985012e-06
6 1 4 3.5197723733785761e-06
7 2 1 2.5574485952161544e-06
8 3 1 1.9499145832865621e-06
9 5 4 1.5396236717629679e-06
10 4 1 1.2483016729427097e-06
11 5 3 1.0334304787324109e-06
12 5 3 8.7013256863524085e-07
13 5 3 7.429931056574459e-07
14 4 3 6.4199353078986922e-07
15 5 3 5.6038773903628865e-07
16 6 3 4.9348598665899058e-07
17 4 1 4.379341840222589e-07
18 4 1 3.9130084520310205e-07
19 4 3 3.5176612578904571e-07
20 5 4 3.1794691833798108e-07
21 4 1 2.8879138158333016e-07
22 4 1 2.6348208007260671e-07
23 4 1 2.4136953673925945e-07
24 4 2 2.2194278650193408e-07
25 5 4 2.0476364626693055e-07
26 4 1 1.895061907875944e-07
27 3 2 1.7589560761195916e-07
28 3 1 1.637097755029291e-07
29 3 0 1.5275113530780079e-07
30 3 0 1.4287022306811635e-07
