380 2.38768107403e-05 2.38766582307e-05 1.79125439086e-05
390 1.48841454009e-05 1.48843702206e-05 8.47982247858e-06
400 1.66121762924e-05 1.66121609205e-05 9.70644090444e-06
410 1.88556570636e-05 1.88556457191e-05 1.13986020467e-05
420 2.16019208537e-05 2.16022625229e-05 1.35642611508e-05
430 2.47701723892e-05 2.47701664724e-05 1.61494171268e-05
440 2.81959023159e-05 2.81967332611e-05 1.90196347243e-05
450 3.15632664406e-05 3.15633174536e-05 2.19515224528e-05
460 3.45921875538e-05 3.4592592956e-05 2.46628854345e-05
470 3.79352236182e-05 3.79314269468e-05 2.78508427591e-05
480 2.61640138329e-05 2.61630716484e-05 1.61226649783e-05
490 2.63566663168e-05 2.63566546558e-05 1.65463232743e-05
500 2.5759383583e-05 2.57592569693e-05 1.63310265801e-05
510 2.45611962227e-05 2.45607230664e-05 1.56054495924e-05
520 2.29030604894e-05 2.29031036603e-05 1.4533812179e-05
530 2.10700732507e-05 2.10696127485e-05 1.32809114916e-05
540 1.91781035239e-05 1.91779468487e-05 1.19688341467e-05
550 1.73578425706e-05 1.73578454341e-05 1.06782136278e-05
560 1.56549357827e-05 1.56547832595e-05 9.45068403893e-06
570 1.40981457126e-05 1.40984829629e-05 8.30358474874e-06
580 1.26892002047e-05 1.26892011262e-05 7.23969396541e-06
590 1.14303323452e-05 1.14305407563e-05 6.25554817e-06
600 1.0307358511e-05 1.03060732716e-05 5.34544815585e-06
610 9.31651633883e-06 9.31661233095e-06 4.50407882375e-06
620 8.45089317021e-06 8.45089480456e-06 3.72853213804e-06
630 7.70982029636e-06 7.70983690525e-06 3.01859231055e-06
640 3.40069864667e-05 3.40069933198e-05 2.92895096403e-05
650 1.25650333155e-05 1.25650216032e-05 7.76291510431e-06
660 2.12106900792e-05 2.12106842368e-05 1.62643485508e-05
670 2.14191536597e-05 2.14188656559e-05 1.62678515992e-05
680 2.20369638216e-05 2.20369918171e-05 1.66134795675e-05
690 2.31125922468e-05 2.31125206353e-05 1.73519471691e-05
