0.0 -7.6254177341423859e-05 -7.6254187934951786e-05 -7.6254193805418266e-05 -7.6254197347636814e-05 -7.6254199670749395e-05 -7.6254201283616665e-05 -7.6254202435519755e-05 -7.625420328848257e-05
1.0 1.3063280986750367e-05 1.3063284160937634e-05 1.3063285908967434e-05 1.3063286974913795e-05 1.3063287672033013e-05 1.3063288154166825e-05 1.3063288501851225e-05 1.3063288759679152e-05
2.0 2.5841186405791378e-05 2.5841188341445218e-05 2.5841189446121841e-05 2.5841190087856343e-05 2.5841190494605996e-05 2.5841190794953752e-05 2.5841191009000563e-05 2.5841191162429377e-05
3.0 1.4087694130779518e-05 1.4087695124075355e-05 1.4087695670776791e-05 1.4087696002974395e-05 1.4087696219014978e-05 1.4087696344228238e-05 1.4087696467467383e-05 1.4087696536230141e-05
4.0 7.6088042917977766e-06 7.6088049506579416e-06 7.6088052801503928e-06 7.6088054737173841e-06 7.608805566691311e-06 7.6088056426548037e-06 7.6088057127024684e-06 7.6088057648514011e-06
5.0 4.6166603632963782e-06 4.6166610178086028e-06 4.6166613204216543e-06 4.616661418216426e-06 4.6166614998361744e-06 4.6166615320004193e-06 4.6166616194814425e-06 4.6166616301405449e-06
6.0 3.1143388897476657e-06 3.114339906749523e-06 3.114340220214247e-06 3.1143403585477919e-06 3.1143404543337246e-06 3.1143404706481145e-06 3.114340479095973e-06 3.1143405464266148e-06
7.0 2.2610290245319908e-06 2.2610307701601096e-06 2.2610312655364313e-06 2.2610314469423728e-06 2.2610314844629923e-06 2.2610315520923632e-06 2.2610315703547683e-06 2.2610316162827179e-06
8.0 1.7248098701260266e-06 1.7248129921290924e-06 1.7248137990711742e-06 1.7248140135492957e-06 1.7248141585716592e-06 1.724814258055328e-06 1.7248142717838335e-06 1.7248142608285171e-06
9.0 1.3627379196911155e-06 1.3627432294862976e-06 1.3627445936617519e-06 1.3627449882405102e-06 1.3627450417466319e-06 1.3627452146558716e-06 1.3627451577395541e-06 1.362745212911839e-06
10.0 1.1054334284257435e-06 1.1054419891155664e-06 1.1054441155058655e-06 1.1054447448043087e-06 1.105445001401653e-06 1.105445163817493e-06 1.1054452204950058e-06 1.1054451813027418e-06
11.0 9.1548472373101476e-07 9.1549809284547899e-07 9.155012649885911e-07 9.1550226888647009e-07 9.1550256354189721e-07 9.1550307833617733e-07 9.15502902678315e-07 9.1550296039841614e-07
12.0 7.7102810316868554e-07 7.7104779579905134e-07 7.7105266839447092e-07 7.7105406044710848e-07 7.7105456675088725e-07 7.7105475087022512e-07 7.7105495754350366e-07 7.7105492674131338e-07
13.0 6.5849294669512824e-07 6.5852119940336774e-07 6.5852788734737019e-07 6.5852977549478714e-07 6.5853053325347126e-07 6.5853118479453942e-07 6.5853106194880241e-07 6.5853154366686427e-07
14.0 5.6905588085439644e-07 5.6909482111048522e-07 5.6910408591306401e-07 5.6910699137586307e-07 5.6910766354060304e-07 5.6910812852423878e-07 5.6910878414049394e-07 5.6910872807900402e-07
15.0 4.967635957528985e-07 4.9681581581731663e-07 4.9682812266363941e-07 4.9683150844518824e-07 4.9683286295717575e-07 4.9683363771978255e-07 4.9683363468151062e-07 4.9683452562050006e-07
16.0 4.3747433134808983e-07 4.3754216586901743e-07 4.3755829314232442e-07 4.3756279310447704e-07 4.3756411197605512e-07 4.3756448383948135e-07 4.3756573212214003e-07 4.3756584390724399e-07
17.0 3.8823068324916672e-07 3.8831695406607809e-07 3.8833711626014226e-07 3.8834186465345408e-07 3.8834446806441421e-07 3.883446921212855e-07 3.8834609988228592e-07 3.8834712703693833e-07
18.0 3.4687474199693832e-07 3.4698202448505102e-07 3.4700623694973774e-07 3.4701308581539696e-07 3.4701583602463042e-07 3.4701559505518446e-07 3.4701767642442257e-07 3.4701876977590412e-07
19.0 3.1180119958125654e-07 3.1193077163499774e-07 3.1196007421625736e-07 3.1196802227738786e-07 3.1197120829592938e-07 3.1197052812355025e-07 3.1197317397512029e-07 3.119746336601521e-07
20.0 2.8179376383498695e-07 2.8194824930712891e-07 2.8198205550636639e-07 2.8199169292963374e-07 2.8199489701872433e-07 2.8199255577042533e-07 2.819962013522432e-07 2.8199782815427304e-07
21.0 2.5591982868333816e-07 2.5610029427932434e-07 2.5613802403308568e-07 2.5614808865095575e-07 2.561523095475908e-07 2.5615056980603711e-07 2.5615458103694924e-07 2.5615592965615046e-07
22.0 2.3345360194474037e-07 2.3365811837049842e-07 2.3369997192909446e-07 2.3371077255509279e-07 2.3371683161417779e-07 2.3371177170689308e-07 2.3371641413570309e-07 2.3371914209154104e-07
23.0 2.1382139267319615e-07 2.1404852982167241e-07 2.1409137340329892e-07 2.1410357070164853e-07 2.1411018309981079e-07 2.1410464970374493e-07 2.1411058112709189e-07 2.1411342495883612e-07
24.0 1.9656860171795217e-07 1.9681512245008107e-07 1.9686139322450103e-07 1.9687271027522128e-07 1.9687829144738631e-07 1.9686966340384867e-07 1.9687856690777825e-07 1.9687676267712736e-07
25.0 1.8132947807150989e-07 1.8158855078214973e-07 1.8163349320349134e-07 1.8164344154497715e-07 1.8165108696549864e-07 1.8163635954394209e-07 1.8164687808325396e-07 1.8164517965695841e-07
26.0 1.678074504546824e-07 1.6807134445803733e-07 1.6810985199223875e-07 1.6811730981995559e-07 1.6812797917452276e-07 1.6811353630563885e-07 1.6811979922381079e-07 1.6812174190700038e-07
27.0 1.5576332906368141e-07 1.5601621430138784e-07 1.5604922189445901e-07 1.5605739957650145e-07 1.5606103476840931e-07 1.560456133469219e-07 1.5605348351228559e-07 1.5605505996455782e-07
28.0 1.4499759178890193e-07 1.4522743310687675e-07 1.4525051536681735e-07 1.4525357118806296e-07 1.4525351671863271e-07 1.4523300863785754e-07 1.4525222850843003e-07 1.4524139452930866e-07
29.0 1.353502433061431e-07 1.3553921306447952e-07 1.3553953505981306e-07 1.3553467635517785e-07 1.355327184868759e-07 1.3551845520551274e-07 1.3552217470473875e-07 1.3551426120137141e-07
30.0 1.2668836801620209e-07 1.2680611139403759e-07 1.2677806753186697e-07 1.2676839957861726e-07 1.2675484809243247e-07 1.2674477558495015e-07 1.2673964121044658e-07 1.2674360705519726e-07
