370.0 1.9514056728579587e-06 1.9651191886553839e-06 1.9679393433911534e-06 1.9686399407348016e-06 1.9689225137736525e-06 1.9690564231207339e-06 1.9689500514985402e-06 1.9690583093185189e-06
380.0 2.1439240750388628e-06 2.1714372687065713e-06 2.177212048964772e-06 2.1789982770518141e-06 2.1795981974106471e-06 2.1797421680543797e-06 2.1798319242865606e-06 2.1799567578061433e-06
390.0 2.6280734410029832e-06 2.6757416050721017e-06 2.6862864182499311e-06 2.6891170253149324e-06 2.6902396698835518e-06 2.6908115067501982e-06 2.6908818238379457e-06 2.6909912590315392e-06
400.0 3.4824886339386682e-06 3.5416794687782174e-06 3.5547509279459374e-06 3.5584860531096281e-06 3.5597441452367613e-06 3.560195010674919e-06 3.5605734455737e-06 3.5606396932109046e-06
410.0 4.7639058982239837e-06 4.8172398632605656e-06 4.8288826097670531e-06 4.8322401351971517e-06 4.833179553807958e-06 4.8338071569242784e-06 4.8339018228874504e-06 4.8340314163233339e-06
420.0 6.4732572684952414e-06 6.5115846089509424e-06 6.5195215420303708e-06 6.5216880161299564e-06 6.5223447599977477e-06 6.5228598437184999e-06 6.5229052159474366e-06 6.522978820431564e-06
430.0 8.5502214192827614e-06 8.5760208653927407e-06 8.5808723018025566e-06 8.5822643885945476e-06 8.5826407324266697e-06 8.5827925913738263e-06 8.5828079327488269e-06 8.5828849091782486e-06
440.0 1.0874356917457047e-05 1.0890959031308536e-05 1.0893720999551924e-05 1.0894291554250294e-05 1.0894376820542605e-05 1.0894427865812429e-05 1.0894699080899168e-05 1.0894541303615146e-05
450.0 1.3248711599179137e-05 1.3259787456339132e-05 1.3261250668931447e-05 1.3261546995002929e-05 1.3261603607950664e-05 1.326143030592107e-05 1.3261512574491471e-05 1.3261473224843664e-05
460.0 1.5423271107321249e-05 1.5432851557227873e-05 1.5433973059981901e-05 1.5434067131729024e-05 1.5434006380599298e-05 1.5433983027121746e-05 1.5434043065617988e-05 1.5434106113927285e-05
470.0 1.7146626198063368e-05 1.7158544368297985e-05 1.7160390775079577e-05 1.7160601701520211e-05 1.7160591243089255e-05 1.7160626387844769e-05 1.7160640077197298e-05 1.7160818375444633e-05
480.0 1.8229245787147801e-05 1.8247466314980475e-05 1.8250642084608121e-05 1.8251484350618178e-05 1.8251477376036011e-05 1.8251682504947074e-05 1.825182710340665e-05 1.8251773696261177e-05
490.0 1.8591852723250225e-05 1.8620016187131321e-05 1.8625569981562876e-05 1.8627093346429819e-05 1.8627566269959285e-05 1.8627809592974538e-05 1.8627723873868842e-05 1.8627709844982771e-05
500.0 1.8277763050896741e-05 1.8319078552544364e-05 1.8327864454837644e-05 1.8330194132876396e-05 1.8330984302370075e-05 1.8331328292105006e-05 1.8331501390808982e-05 1.8331643253893183e-05
510.0 1.7424289361639279e-05 1.7481199005435067e-05 1.7493694086643307e-05 1.749724621592357e-05 1.7498455602851237e-05 1.7498980234395892e-05 1.7499436498105716e-05 1.7499312426718803e-05
520.0 1.6210723380023426e-05 1.6284882749284804e-05 1.6301621829435483e-05 1.6306392837627515e-05 1.6308187525500134e-05 1.6308803080957197e-05 1.6308958330495533e-05 1.6309421768747676e-05
530.0 1.4808330419864495e-05 1.4900789430494129e-05 1.4921737699083435e-05 1.4927946671308118e-05 1.4930089042242805e-05 1.4931060067386269e-05 1.4931275081155632e-05 1.4931558655216749e-05
540.0 1.3354296422822954e-05 1.3461843124649766e-05 1.3486516711671537e-05 1.3493800725065139e-05 1.3496342667957141e-05 1.3497600327639186e-05 1.3497808131970484e-05 1.3498191037235793e-05
550.0 1.1962553969133564e-05 1.2061092290928106e-05 1.2083675500391042e-05 1.2090325759560888e-05 1.2092742945674049e-05 1.209379211938573e-05 1.2094204956502728e-05 1.2094331886513575e-05
560.0 1.0671786911734003e-05 1.0742240076207354e-05 1.0758287752012845e-05 1.0763072308960382e-05 1.0764812083993104e-05 1.0765488573759096e-05 1.0765821602012745e-05 1.07660171125008e-05
570.0 9.4775895336179789e-06 9.5182071415087925e-06 9.5273438364957866e-06 9.5300545589823136e-06 9.5310683641186237e-06 9.531382026422399e-06 9.5314858429988283e-06 9.5316889370761505e-06
580.0 8.3649565696374277e-06 8.3876355399403932e-06 8.3925656221477758e-06 8.3940901576674827e-06 8.3946358709862614e-06 8.3947742586522561e-06 8.394795474802058e-06 8.3949572080371999e-06
590.0 7.335975011427034e-06 7.3482404863184284e-06 7.3507898448973204e-06 7.3515586132659427e-06 7.3518472209999574e-06 7.3520455707173488e-06 7.3519093301602913e-06 7.3520243255022449e-06
600.0 6.3889077185885746e-06 6.3952071013284392e-06 6.3964258615854988e-06 6.3967782444638485e-06 6.3968539844907053e-06 6.3969570196082255e-06 6.3969466417469355e-06 6.3969796039749956e-06
610.0 5.5204978254470182e-06 5.5233833699800701e-06 5.5238270680299561e-06 5.5239301658017783e-06 5.5239754332878643e-06 5.5238648820567784e-06 5.523942147651793e-06 5.5239407733391522e-06
620.0 4.7285381332927717e-06 4.7294864586604816e-06 4.7295252363954245e-06 4.7294552601097468e-06 4.7294547858865707e-06 4.7294121320704091e-06 4.7294026565224722e-06 4.7294169477487015e-06
630.0 4.013328800588519e-06 4.0132654938013315e-06 4.0130165390716093e-06 4.0129373066909228e-06 4.012864901468592e-06 4.012833766551353e-06 4.0127856547037952e-06 4.012851929593536e-06
640.0 3.3789103394480773e-06 3.3785019090395717e-06 3.3781794729775499e-06 3.3780435898293987e-06 3.377965582927144e-06 3.3779841433774331e-06 3.3779190405779695e-06 3.3779631368413839e-06
650.0 2.8347537576920727e-06 2.8346238788284613e-06 2.8343535353752644e-06 2.8342267939360349e-06 2.834154377385726e-06 2.8341884851192499e-06 2.8341287206997624e-06 2.8341098649574775e-06
660.0 2.3968477727675234e-06 2.3979869929306741e-06 2.3979260339784461e-06 2.3979218891551235e-06 2.3978200043116898e-06 2.3977926029196179e-06 2.3977603579000397e-06 2.3978078885476635e-06
670.0 2.0896255942754591e-06 2.0934328935011614e-06 2.0940398152655972e-06 2.0941609282092323e-06 2.0941792151660133e-06 2.0941659636704974e-06 2.0942178481058712e-06 2.0942067784798815e-06
680.0 1.946686543946281e-06 1.9559162761725511e-06 1.9576498202952719e-06 1.9580700876492706e-06 1.9582238190539859e-06 1.9583206624917451e-06 1.9583054571636867e-06 1.958239886722117e-06
690.0 2.0112931893333645e-06 2.0306208139548286e-06 2.0345973232363117e-06 2.035711042588188e-06 2.0361245960810438e-06 2.0361582427446208e-06 2.0363322457384411e-06 2.0363042040159461e-06
